"ID","File","Start","End"
2,"14dec_K41_1",86.513,94.108
2,"14dec_K41_1",102.216,106.121
2,"14dec_K41_1",254.621,282.392
2,"14dec_K41_2",13.729,30.756
2,"14dec_K41_2",83.513,89.702
2,"14dec_K41_2",98.635,107.729
2,"14dec_K41_2",118.31,120.486
2,"14dec_K41_2",250.945,282.84
2,"14dec_K44_1",6.706,9.12
2,"14dec_K44_1",18.093,21.766
2,"14dec_K44_1",29.446,31.48
2,"14dec_K44_2",2.766,27.446
2,"14dec_K45_1",16.353,30.186
2,"14dec_K45_1",34.566,41.406
2,"14dec_K45_2",1.753,44.173
2,"15dec_D51_1",37.19,64.5
2,"15dec_D51_2",37.13,44.09
2,"15dec_D51_2",46.34,52.8
2,"15dec_D51_2",59.43,63.08
2,"15dec_D52_1",27.85,31.47
2,"15dec_D52_1",38.64,47.83
2,"15dec_D52_2",25.443,28.856
2,"15dec_D52_2",32.756,47.413
2,"15dec_D52_2",50.506,51.543
2,"15dec_D53_1",16.33,20.37
2,"15dec_D53_1",26.29,31.24
2,"15dec_D53_1",42.24,45.11
2,"15dec_D53_1",46.4,51.07
2,"15dec_D53_1",56.41,67.58
2,"15dec_D53_2",12.1,13.53
2,"15dec_D53_2",42.06,43.73
2,"15dec_D53_2",46.71,48.27
2,"15dec_D53_2",53.35,62.29
2,"15dec_D54_1",18.65,27.07
2,"15dec_D54_1",36.1,39.99
2,"15dec_D54_1",49,53.34
2,"15dec_D54_1",58.25,72.93
2,"15dec_D54_2",20.04,26.92
2,"15dec_D54_2",29.82,38.98
2,"15dec_D54_2",43.74,54.76
2,"15dec_D54_2",57.2,68.9
3,"14dec_K41_1",15.214,26.36
3,"14dec_K41_1",84.199,96.88
3,"14dec_K41_1",99.241,106.18
3,"14dec_K41_1",255.143,282.53
3,"14dec_K41_2",13.66,34.62
3,"14dec_K41_2",43.4,45.5
3,"14dec_K41_2",77.78,104.19
3,"14dec_K41_2",111.15,122.13
3,"14dec_K41_2",250.74,282.81
3,"14dec_K44_1",1.9,31.56
3,"14dec_K44_2",1.72,31.56
3,"14dec_K45_1",10.48,44.16
3,"14dec_K45_2",0,44.18
3,"15dec_D51_1",36.329,64.4
3,"15dec_D51_2",35.85,52.65
3,"15dec_D51_2",59.39,64.81
3,"15dec_D52_1",27.73,34.259
3,"15dec_D52_1",38.79,57.145
3,"15dec_D52_2",25.53,28.97
3,"15dec_D52_2",36.2,52.7
3,"15dec_D53_1",16.53,68.56
3,"15dec_D53_2",11.89,16.5
3,"15dec_D53_2",41.72,48.68
3,"15dec_D53_2",53.02,67.832
3,"15dec_D54_1",18.071,72.92
3,"15dec_D54_2",20.199,69.18
3,"15dec_K41_1",10.58,43.64
3,"15dec_K41_2",32.16,41.1
3,"15dec_K42_1",3.93,40.94
3,"15dec_K42_2",2.41,38.54
3,"15dec_K43_2",3.26,6.79
3,"15dec_K44_2",1.45,9.61
3,"15dec_K45_1",18.46,57.65
3,"15dec_K45_2",23.63,46.88
4,"14dec_N15_2",12.124,22.425
4,"14dec_N16_2",43.16,46.319
4,"14dec_N17_1",28.238,31.513
4,"14dec_N17_2",17.638,23.203
4,"14dec_N22_2",9.074,11.396
4,"14dec_N24_2",30.274,36.055
4,"14dec_N26_2",19.453,25.444
4,"15dec_D12_1",8.42,14.932
4,"15dec_D12_1",90.198,95.949
4,"15dec_D51_1",36.02,59.96
4,"15dec_D51_2",37.73,52.85
4,"15dec_D51_2",59.597,65.245
4,"15dec_D52_1",11.057,14.454
4,"15dec_D52_1",25.636,33.573
4,"15dec_D52_1",40.16,57.375
4,"15dec_D52_2",11.664,18.175
4,"15dec_D52_2",23.329,32.506
4,"15dec_D52_2",38.204,48.414
4,"15dec_D52_2",51.873,55.677
4,"15dec_D53_1",16.995,32.89
4,"15dec_D53_1",41.956,51.56
4,"15dec_D53_1",57.99,67.536
4,"15dec_D53_2",0.113,4.89
4,"15dec_D53_2",12.803,18.119
4,"15dec_D53_2",41.89,45.05
4,"15dec_D53_2",53.547,67.12
4,"15dec_D54_1",9.766,16.114
4,"15dec_D54_1",23.37,28.79
4,"15dec_D54_1",36.36,52.21
4,"15dec_D54_1",58.379,64.983
4,"15dec_D54_2",20.943,27.054
4,"15dec_D54_2",30.43,36.96
4,"15dec_D54_2",50.642,58.719
4,"15dec_D54_2",62.154,66.66
4,"15dec_K31_1",16.981,21.502
4,"15dec_K31_2",5.85,9.852
4,"15dec_K32_1",10.168,13.86
4,"15dec_K32_2",43.677,48.321
4,"15dec_K33_1",4.444,8.957
4,"15dec_K33_2",4.142,7.176
4,"15dec_K34_1",3.897,8.668
4,"15dec_K34_1",31.941,34.152
4,"15dec_K34_2",5.027,8.035
4,"15dec_K41_1",4.592,7.23
4,"15dec_K41_1",16.987,30.23
4,"15dec_K41_1",42.138,46.655
4,"15dec_K41_2",19.81,27.558
4,"15dec_K41_2",33.281,45.48
4,"15dec_K42_1",4.497,14.75
4,"15dec_K42_1",25.312,40.84
4,"15dec_K42_2",4.051,14.204
4,"15dec_K42_2",17.919,38.07
4,"15dec_K43_1",2.32,5.588
4,"15dec_K43_2",3.693,7.578
4,"15dec_K44_2",3.09,9.85
4,"15dec_K45_1",21.039,33.19
4,"15dec_K45_1",42.58,50.309
4,"15dec_K45_2",24.332,36.6
4,"15dec_K45_2",40.778,52.018
4,"16dec_D14_2",17.444,21.02
4,"16dec_D31_1",23.913,28.864
4,"16dec_D41_2",46.714,52.28
4,"16dec_D42_2",15.624,19.19
4,"16dec_D43_2",10.978,15.681
4,"16dec_D51_1",20.878,30.119
4,"16dec_D51_1",32.215,44.845
4,"16dec_D51_2",21.79,44.44
4,"16dec_D52_1",3.288,17.29
4,"16dec_D52_1",21.74,41.28
4,"16dec_D52_2",7.919,26.79
4,"16dec_D52_2",31.148,42.899
4,"16dec_D53_1",3.237,6.663
4,"16dec_D53_1",9.43,15.49
4,"16dec_D53_1",19.825,25.56
4,"16dec_D53_1",31.12,35.335
4,"16dec_D53_2",8.04,18.72
4,"16dec_D53_2",21.817,34.573
5,"15dec_D73_1",0.04,0.8
5,"15dec_K21_1",28.236,34.06
5,"15dec_K34_1",3.84,13.55
5,"15dec_K41_1",10.909,27.889
5,"15dec_K41_1",27.986,30.267
5,"15dec_K41_1",31.144,43.877
5,"15dec_K41_2",21.247,24.448
5,"15dec_K41_2",24.876,26.96
5,"15dec_K41_2",32.766,49.411
5,"15dec_K42_1",4.98,11.57
5,"15dec_K42_1",12.712,17.17
5,"15dec_K42_1",21.45,23.17
5,"15dec_K42_1",24.07,38.705
5,"15dec_K42_2",4.301,8.767
5,"15dec_K42_2",16.686,35.963
5,"15dec_K44_2",2.34,11.217
5,"15dec_K45_1",3.71,9.92
5,"15dec_K45_1",16.593,42.11
5,"15dec_K45_1",42.463,46.243
5,"15dec_K45_1",46.719,49.903
5,"15dec_K45_1",53.729,57.051
5,"15dec_K45_2",24.102,41.53
5,"15dec_K62_2",39.73,42.419
5,"16dec_D12_1",41.815,45.93
5,"16dec_D14_1",10.68,14.342
5,"16dec_D51_1",10.88,12.8
5,"16dec_D51_1",19.206,45.804
5,"16dec_D51_2",21.522,45.78
5,"16dec_D52_1",3.17,43.818
5,"16dec_D52_2",3.987,43.846
5,"16dec_D53_1",1.954,5.07
5,"16dec_D53_1",7.963,36.284
5,"16dec_D53_2",16.66,36.26
5,"16dec_K41_1",0,1.962
5,"16dec_K41_1",1.99,25.192
5,"16dec_K41_1",25.288,29.955
5,"16dec_K41_2",3.14,29.842
5,"16dec_K42_1",1.38,10.13
5,"16dec_K42_1",10.53,19.18
5,"16dec_K42_1",19.36,23.24
5,"16dec_K42_2",1.281,7.69
5,"16dec_K42_2",7.816,16.988
5,"16dec_K42_2",17.077,24.444
5,"16dec_K43_1",2.37,11.23
5,"16dec_K43_2",21.675,28.517
5,"16dec_K46_1",15.37,17.816
5,"16dec_K46_1",30.236,36.01
6,"16dec_D51_1",23.29,35.92
6,"16dec_D51_1",40.118,45.84
6,"16dec_D51_2",25.01,43.89
6,"16dec_D52_1",4.09,11.61
6,"16dec_D52_1",19.45,43.3
6,"16dec_D52_2",4.581,40.71
6,"16dec_D53_1",8.4,15.01
6,"16dec_D53_1",20.01,24.81
6,"16dec_D53_1",29.19,36.26
6,"16dec_D53_2",7.02,14.8
6,"16dec_D53_2",20.9,36.1
6,"16dec_K41_1",1.7,23.3
6,"16dec_K41_1",27.6,32.6
6,"16dec_K41_2",6.81,21.92
6,"16dec_K42_1",3.01,19.03
6,"16dec_K42_2",7.5,21.32
6,"16dec_K43_1",25.61,30
6,"16dec_K46_1",13.59,19.41
6,"16dec_K46_2",7.01,34.01
6,"16dec_O11_1",7.02,10.84
6,"16dec_O11_1",14.79,18.72
6,"16dec_O11_1",23.7,28.79
6,"16dec_O12_1",13.02,16.81
6,"16dec_O12_1",23.31,31.31
6,"16dec_O12_2",8.11,31.63
6,"19dec_D51_1",14.29,21.02
6,"19dec_D51_1",27.4,38.63
6,"19dec_D51_1",42.22,45.69
6,"19dec_D51_2",10.29,19.45
6,"19dec_D51_2",25.7,31.78
6,"19dec_D51_2",40.3,46.476
6,"19dec_D52_1",12.19,26.6
6,"19dec_D52_1",35.82,40.81
6,"19dec_D52_2",6.7,26.78
6,"19dec_D52_2",28.49,33.09
6,"19dec_D53_1",18,35
6,"19dec_D53_2",16.5,34.289
7,"16dec_K11_1",39.657,42.52
7,"16dec_K13_1",29.74,35.64
7,"16dec_K13_2",34.92,35.65
7,"16dec_K14_1",9.737,13.904
7,"16dec_K14_1",28.76,30.065
7,"16dec_K32_1",7.19,14.9
7,"16dec_K33_1",47.911,50.706
7,"16dec_K41_1",1.47,33.06
7,"16dec_K41_2",1.5,29.39
7,"16dec_K42_1",1.3,21.4
7,"16dec_K42_2",1.42,16.96
7,"16dec_K42_2",20.77,21.35
7,"16dec_K43_1",26.11,30.048
7,"16dec_K46_1",1.66,21.52
7,"16dec_K46_1",29.77,38.86
7,"16dec_K46_2",1.74,12.17
7,"16dec_K46_2",13.88,28.16
7,"16dec_K46_2",30.33,40.42
7,"16dec_O11_1",6.67,20.3
7,"16dec_O11_1",24.38,29.18
7,"16dec_O11_2",11.73,17.37
7,"16dec_O11_2",20.2,21.25
7,"16dec_O11_2",21.873,25.15
7,"16dec_O11_2",27.75,29.65
7,"16dec_O11_2",30.403,33.83
7,"16dec_O12_1",12.88,19.06
7,"16dec_O12_1",23.07,32.26
7,"16dec_O12_2",7.36,13.83
7,"16dec_O12_2",16.33,20.78
7,"16dec_O12_2",24.98,32.24
7,"19dec_D42_2",27.33,32.273
7,"19dec_D51_1",12.48,24.18
7,"19dec_D51_1",27.42,31.144
7,"19dec_D51_1",33.34,46.7
7,"19dec_D51_2",10.659,19.567
7,"19dec_D51_2",25.438,32.505
7,"19dec_D51_2",39.756,46.68
7,"19dec_D52_1",1.51,3.22
7,"19dec_D52_1",8.16,9.89
7,"19dec_D52_1",12.2,24.22
7,"19dec_D52_1",25.239,31.59
7,"19dec_D52_1",33.53,47.28
7,"19dec_D52_2",1.84,33.97
7,"19dec_D52_2",41.17,47.26
7,"19dec_D53_1",13.23,35.12
7,"19dec_D53_2",10.73,11.3
7,"19dec_D53_2",14.745,35.11
7,"19dec_K13_1",26.6,28.02
7,"19dec_K31_2",1.58,10.561
7,"19dec_K32_2",1.729,5.98
7,"19dec_K32_2",30.52,33.57
7,"19dec_K32_2",34.73,36.6
7,"19dec_K41_1",1.54,25.849
7,"19dec_K41_1",28.21,31.63
7,"19dec_K41_1",34.17,54.62
7,"19dec_K41_2",12.454,17.976
7,"19dec_K41_2",22.146,27.82
7,"19dec_K41_2",30.05,33.59
7,"19dec_K41_2",34.73,52.75
7,"19dec_K42_1",1.495,44.61
7,"19dec_K42_2",2.25,12.73
7,"19dec_K42_2",16.978,25.814
7,"19dec_K42_2",28.244,36.64
7,"19dec_K42_2",37.68,44.6
7,"19dec_K43_1",25.08,43.11
7,"19dec_K43_2",28.51,49.65
7,"19dec_K44_1",10.5,26.84
7,"19dec_K44_1",31.208,46.4
7,"19dec_K44_2",12.51,46.39
7,"19dec_K52_1",1.24,7.578
7,"19dec_K52_1",25.823,31.62
7,"19dec_K61_2",30.739,31.48
7,"19dec_K64_2",14.97,17.89
7,"19dec_K64_2",28.673,32.53
8,"16dec_K64_2",6.3,12.3
8,"16dec_K64_2",33.84,38.8
8,"16dec_O11_1",7.28,20.89
8,"16dec_O11_1",24.45,29
8,"16dec_O12_1",13.01,32.24
8,"16dec_O12_2",3.228,32.24
8,"19dec_D51_1",14.7,18.99
8,"19dec_D51_1",27.46,29.32
8,"19dec_D51_1",33.98,46.7
8,"19dec_D51_2",10.81,19.59
8,"19dec_D51_2",25.41,33.2
8,"19dec_D51_2",39.92,46.67
8,"19dec_D52_1",12.21,31
8,"19dec_D52_1",35.78,47.26
8,"19dec_D52_2",0.02,25.37
8,"19dec_D52_2",26.04,45.7
8,"19dec_D53_1",13.39,35.12
8,"19dec_D53_2",10.78,35.1
8,"19dec_K41_1",1.6,3.71
8,"19dec_K41_1",8.85,15.38
8,"19dec_K41_1",16.23,49.18
8,"19dec_K41_1",49.18,49.2
8,"19dec_K41_1",49.82,54.62
8,"19dec_K41_2",30.35,52.86
8,"19dec_K42_1",1.85,44.6
8,"19dec_K42_2",5.32,44.58
8,"19dec_K43_1",2.96,13.12
8,"19dec_K43_1",25.28,43.1
8,"19dec_K43_2",16.06,18.37
8,"19dec_K43_2",36.88,48.78
8,"19dec_K44_1",12.9,19.68
8,"19dec_K44_1",21.55,25.45
8,"19dec_K44_1",31.11,46.39
8,"19dec_K44_2",12.81,46.38
8,"22dec_D51_1",17.53,32.28
8,"22dec_D51_1",32.31,50.91
8,"22dec_D51_2",13.18,35.99
8,"22dec_D51_2",36.01,51.01
8,"22dec_D52_1",18.89,24.61
8,"22dec_D52_1",24.65,31.99
8,"22dec_D52_1",32.09,54.88
8,"22dec_D52_2",12.69,18.64
8,"22dec_D52_2",18.66,39
8,"22dec_D52_2",39.06,52.63
8,"22dec_D53_1",24.01,36.42
8,"22dec_D53_1",36.48,62.02
8,"22dec_D53_2",20.69,32.11
8,"22dec_D53_2",33.44,62.04
8,"22dec_D54_2",27.43,30.84
8,"22dec_D54_2",34.19,37.31
9,"19dec_K41_1",7.89,24.75
9,"19dec_K41_1",28.8,31.33
9,"19dec_K41_1",34.25,51.32
9,"19dec_K41_2",12.35,16.92
9,"19dec_K41_2",22.44,27.04
9,"19dec_K41_2",30.07,52.72
9,"19dec_K42_1",3.3,7.74
9,"19dec_K42_1",10.52,13.86
9,"19dec_K42_1",18.22,26.3
9,"19dec_K42_1",30.33,38.72
9,"19dec_K42_2",11.88,15.13
9,"19dec_K42_2",28.37,43.96
9,"19dec_K43_1",3.78,12.63
9,"19dec_K43_1",26.31,42.9
9,"19dec_K43_2",4.6,18.18
9,"19dec_K43_2",28.41,49.62
9,"19dec_K44_1",9.64,25.98
9,"19dec_K44_1",31.21,46.39
9,"19dec_K44_2",12.72,46.36
9,"22dec_D51_1",28.57,49.843
9,"22dec_D51_2",11.346,51.88
9,"22dec_D52_1",14.203,54.858
9,"22dec_D52_2",5.348,53.33
9,"22dec_D53_1",23.594,62.035
9,"22dec_D53_2",20.095,62.02
9,"22dec_D54_2",26.569,37.34
9,"22dec_D55_1",19.16,19.976
9,"22dec_D55_2",12.699,18.673
9,"22dec_K41_1",0,38.2
9,"22dec_K41_1",52.867,61.606
9,"22dec_K41_2",17.753,61.842
9,"22dec_K42_1",0.593,17.181
9,"22dec_K42_1",18.905,48.9
9,"22dec_K42_2",0,19.986
9,"22dec_K42_2",25.083,36.81
9,"22dec_K43_1",1.72,31.08
9,"22dec_K43_2",19.877,47.337
9,"22dec_K44_2",25.201,46.2
9,"22dec_K45_1",0.025,56.37
9,"22dec_K45_2",7.747,66.18
10,"10dec_D43_1",23.936,28.81
10,"10dec_D51_2",5.37,31.03
10,"10dec_D52_1",5.636,30.46
10,"10dec_D52_2",2.154,30.46
10,"10dec_D63_1",8.23,9.584
10,"10dec_D63_1",18.55,20.62
10,"10dec_K41_2",17.93,19.81
10,"22dec_D11_1",7.485,18.679
10,"22dec_D51_1",26.709,49.45
10,"22dec_D51_2",8.955,51.388
10,"22dec_D52_1",18.49,22.088
10,"22dec_D52_1",23.796,54.86
10,"22dec_D52_2",18.269,24.147
10,"22dec_D52_2",25.948,53.089
10,"22dec_D53_1",26.703,44.266
10,"22dec_D53_2",20.571,62.06
10,"22dec_D54_2",29.221,36.992
10,"22dec_D55_1",19.224,20.014
10,"22dec_K41_1",15.872,42.274
10,"22dec_K41_1",53.527,60.299
10,"22dec_K41_2",19.945,26.524
10,"22dec_K41_2",27.512,30.803
10,"22dec_K41_2",36.327,45.255
10,"22dec_K41_2",46.915,60
10,"22dec_K42_1",4.986,14.204
10,"22dec_K42_1",28.046,35.867
10,"22dec_K42_1",39.912,47.694
10,"22dec_K42_2",2.35,20.517
10,"22dec_K42_2",24.637,48.137
10,"22dec_K43_1",10.755,45.996
10,"22dec_K43_2",21.904,45.85
10,"22dec_K44_1",12.922,34.607
10,"22dec_K44_1",36.898,43.597
10,"22dec_K44_2",29.507,37.345
10,"22dec_K44_2",38.763,45.835
10,"22dec_K45_1",5.94,23.54
10,"22dec_K45_1",31.048,37.353
10,"22dec_K45_1",41.463,64.92
10,"22dec_K45_2",6.045,66.19
10,"22dec_K62_2",55.72,61.63
11,"10dec_D11_1",245.3,249.16
11,"10dec_D41_1",22.36,22.58
11,"10dec_D43_2",16.67,19.42
11,"10dec_D43_2",20.97,27.96
11,"10dec_D51_1",7.406,31.07
11,"10dec_D51_2",4.17,31.06
11,"10dec_D52_1",20.667,26.484
11,"10dec_D52_2",3.31,29.066
11,"10dec_D63_1",8.529,9.446
11,"10dec_K21_2",17.162,22.42
11,"10dec_K42_1",20.34,23.448
11,"10dec_K51_1",8.458,30.53
11,"10dec_K51_2",6.57,30.49
11,"10dec_K52_1",0.07,2.996
11,"10dec_K52_1",6.49,7.68
11,"10dec_K52_2",3.121,6.825
11,"10dec_K52_2",10.349,14.17
11,"10dec_K52_2",15.653,20.19
11,"10dec_K53_1",0.02,8.392
11,"10dec_K53_1",11.91,14.38
11,"10dec_K53_1",17.24,23.02
11,"10dec_K53_2",7.766,10.058
11,"10dec_K53_2",16.168,23.67
11,"10dec_K53_2",26.66,30.1
11,"10dec_O12_1",2.759,29.84
11,"10dec_O13_1",9.364,40.823
11,"10dec_O14_2",47.337,48.72
11,"14dec_D11_1",10.121,13.421
11,"14dec_D11_1",31.72,34.781
11,"14dec_D12_1",31.999,34.019
11,"14dec_D13_1",19.785,22.045
11,"14dec_D41_1",26.481,49.041
11,"14dec_D42_1",14.861,48.1
11,"22dec_K11_1",6.101,9.621
11,"22dec_K11_1",23.721,25.601
11,"22dec_K31_1",18.601,28.95
11,"22dec_K33_1",7.195,8.721
11,"22dec_K33_1",35.078,39
11,"22dec_K34_1",21.021,22.241
11,"22dec_K41_1",15.395,38.62
11,"22dec_K41_1",56.396,61.011
11,"22dec_K41_2",17.85,62.67
11,"22dec_K42_1",0.42,13.721
11,"22dec_K42_1",17.681,48.33
11,"22dec_K42_2",1.401,20.241
11,"22dec_K42_2",22.921,48.421
11,"22dec_K43_1",0.029,1.852
11,"22dec_K43_1",2.189,37.728
11,"22dec_K43_1",41.821,47.01
11,"22dec_K43_2",6.373,47.2
11,"22dec_K44_1",20.887,26.381
11,"22dec_K44_1",37.06,40.001
11,"22dec_K44_1",71.841,74.12
11,"22dec_K44_1",94.841,97.1
11,"22dec_K44_2",3.057,46.282
11,"22dec_K45_1",3.895,55.352
11,"22dec_K45_2",3.723,66.18
11,"22dec_K63_2",12.941,16.401
12,"10dec_D51_1",7.71,25.03
12,"10dec_D51_1",30.03,31.06
12,"10dec_D51_2",2.81,31.06
12,"10dec_D52_1",5.37,26.31
12,"10dec_D52_2",1.52,26.81
12,"10dec_D52_2",28.33,29.08
12,"10dec_D63_1",5.01,7.63
12,"10dec_D63_1",8.424,11.704
12,"10dec_K21_2",14.87,22.45
12,"10dec_K22_2",8.79,10.21
12,"10dec_K22_2",19.17,21.1
12,"10dec_K22_2",21.95,24.21
12,"10dec_K22_2",24.63,31.2
12,"10dec_K31_2",3.69,8.59
12,"10dec_K31_2",11.932,15.12
12,"10dec_K41_2",8.65,11.33
12,"10dec_K41_2",24.022,30.3
12,"10dec_K42_2",16.053,17.431
12,"10dec_K42_2",27.24,30.16
12,"10dec_K51_1",0,2.76
12,"10dec_K51_1",8.22,11.6
12,"10dec_K51_1",13.98,20.32
12,"10dec_K51_2",6.73,8.48
12,"10dec_K51_2",13.36,22.03
12,"10dec_K52_1",0.01,1.58
12,"10dec_K52_1",15.55,18.29
12,"10dec_K52_2",3.73,5.22
12,"10dec_K53_1",0,8.3
12,"10dec_K53_1",19.09,22.93
12,"10dec_K53_1",26.43,28.03
12,"10dec_K53_2",8.7,10.44
12,"10dec_K53_2",16.74,20.2
12,"10dec_O12_1",4.42,19.33
12,"10dec_O13_1",29.69,36.43
12,"10dec_O17_2",16.654,19.434
12,"14dec_D51_1",18.137,40.4
12,"14dec_D51_2",16.89,27.86
12,"14dec_D51_2",29.54,36.3
12,"14dec_D52_1",24.4,36.42
12,"14dec_D52_1",41.29,61.83
12,"14dec_D52_1",67.63,87.3
12,"14dec_D52_2",40.79,65.78
12,"14dec_D52_2",75.27,87.3
12,"14dec_D53_1",29.177,51.277
12,"14dec_D53_1",53.96,89.2
12,"14dec_D53_2",6.76,14.091
12,"14dec_D53_2",28.914,44.81
12,"14dec_D53_2",52.601,56.225
12,"14dec_D53_2",63.753,69.029
12,"14dec_D53_2",70.929,89.2
12,"14dec_D73_1",13.709,16.009
12,"14dec_K41_1",14.772,26.292
12,"14dec_K41_1",82.897,94.186
12,"14dec_K41_1",98.446,106.286
12,"14dec_K41_1",109.126,115.246
12,"14dec_K41_1",122.981,138.916
12,"14dec_K41_1",178.448,179.541
12,"14dec_K41_1",195.236,197.096
12,"14dec_K41_1",226.058,228.058
12,"14dec_K41_1",254.679,282.84
12,"14dec_K41_2",13.668,40.473
12,"14dec_K41_2",43.513,45.438
12,"14dec_K41_2",61.07,69.13
12,"14dec_K41_2",75.361,97.934
12,"14dec_K41_2",99.464,107.918
12,"14dec_K41_2",112.659,121.15
12,"14dec_K41_2",178.01,182.15
12,"14dec_K41_2",197.257,199.057
12,"14dec_K41_2",249.173,282.84
12,"14dec_K44_1",0,20.141
12,"14dec_K44_1",23.977,31.58
12,"14dec_K44_2",1.82,31.58
12,"14dec_K45_1",10.836,44.18
12,"14dec_K45_2",0,44.18
12,"14dec_K51_1",28.58,30.115
12,"14dec_K51_1",40.793,43.423
12,"22dec_K63_2",11.648,16.168
12,"22dec_K63_2",35.64,37.66
13,"10dec_K51_1",0,8.39
13,"10dec_K51_1",10.718,30.56
13,"10dec_K51_2",6.64,7.97
13,"10dec_K51_2",12.82,22.06
13,"10dec_K51_2",26.32,28.5
13,"10dec_K51_2",30.204,30.54
13,"10dec_K52_2",3.702,5.321
13,"10dec_K52_2",15.661,19.546
13,"10dec_K52_2",21.836,21.94
13,"10dec_K53_1",0,3.381
13,"10dec_K53_1",4.654,9.001
13,"10dec_K53_1",12.451,14.27
13,"10dec_K53_1",18.853,24.122
13,"10dec_K53_1",26.401,28.776
13,"10dec_K53_2",8.42,12.262
13,"10dec_K53_2",14.48,21.405
13,"10dec_K53_2",26.012,30.1
13,"14dec_D51_1",18.101,38.184
13,"14dec_D51_2",16.72,38.053
13,"14dec_D52_1",29.311,61.665
13,"14dec_D52_2",40.781,56.621
13,"14dec_D52_2",64.026,65.081
13,"14dec_D52_2",77.526,86.901
13,"14dec_D53_1",21.324,57.66
13,"14dec_D53_1",65.215,89.2
13,"14dec_D53_2",31.901,38.068
13,"14dec_D53_2",41.329,44.591
13,"14dec_D53_2",65.401,68.771
13,"14dec_D53_2",70.881,73.031
13,"14dec_D53_2",77.987,89.2
13,"14dec_K41_1",14.961,26.277
13,"14dec_K41_1",86.501,96.571
13,"14dec_K41_1",102.04,106.192
13,"14dec_K41_2",13.662,25.852
13,"14dec_K41_2",83.541,97.896
13,"14dec_K41_2",99.561,108.29
13,"14dec_K41_2",250.741,281.739
13,"14dec_K44_1",3.966,12.553
13,"14dec_K44_1",17.1,22.431
13,"14dec_K44_1",23.729,25.016
13,"14dec_K44_1",29.081,31.58
13,"14dec_K44_2",1.865,28.317
13,"14dec_K45_1",16.22,43.453
13,"14dec_K45_2",1.743,10.27
13,"14dec_K45_2",10.309,44.18
13,"15dec_D51_1",37.748,64.362
13,"15dec_D52_1",27.854,31.676
13,"15dec_D52_1",38.423,54.118
13,"15dec_D52_2",25.492,28.753
13,"15dec_D52_2",32.805,47.52
13,"15dec_D52_2",50.84,52.21
14,"10dec_D51_1",7.11,31.05
14,"10dec_D51_2",2.73,31.07
14,"10dec_D52_1",3.478,8.61
14,"10dec_D52_1",9.99,30.44
14,"10dec_D52_2",1.46,29.09
14,"10dec_D52_2",29.75,30.46
14,"10dec_D63_1",8.388,10.84
